FACT_DATE,TYPE,DEBIT_EUR,TYP
15/10/2020,MARGIN CALL,960342315,EOD
15/10/2020,MARGIN CALL,868424885,ID
15/10/2020,VAR MARGIN PAID,3414767393,EOD
14/10/2020,MARGIN CALL,110000000,ID
14/10/2020,VAR MARGIN PAID,920005112,EOD
14/10/2020,MARGIN CALL,465702903,EOD
13/10/2020,MARGIN CALL,509630680,EOD
13/10/2020,VAR MARGIN PAID,1841640758,EOD
13/10/2020,MARGIN CALL,222500000,ID
12/10/2020,MARGIN CALL,111000000,ID
12/10/2020,VAR MARGIN PAID,1114326482,EOD
12/10/2020,MARGIN CALL,325130273,EOD
09/10/2020,MARGIN CALL,369127767,EOD
09/10/2020,MARGIN CALL,36673802,ID
09/10/2020,VAR MARGIN PAID,1180483483,EOD
08/10/2020,MARGIN CALL,566921589,ID
08/10/2020,MARGIN CALL,354441054,EOD
08/10/2020,VAR MARGIN PAID,1556490837,EOD
07/10/2020,MARGIN CALL,87500000,ID
07/10/2020,MARGIN CALL,557188440,EOD
07/10/2020,VAR MARGIN PAID,810591388,EOD
06/10/2020,MARGIN CALL,339122361,EOD
06/10/2020,MARGIN CALL,172097287,ID
06/10/2020,VAR MARGIN PAID,1016702434,EOD
05/10/2020,VAR MARGIN PAID,1467456531,EOD
05/10/2020,MARGIN CALL,264310094,EOD
05/10/2020,MARGIN CALL,444387152,ID
02/10/2020,MARGIN CALL,317311673,ID
02/10/2020,VAR MARGIN PAID,510425154,EOD
02/10/2020,MARGIN CALL,555342932,EOD
01/10/2020,MARGIN CALL,361475491,EOD
01/10/2020,VAR MARGIN PAID,883300294,EOD
01/10/2020,MARGIN CALL,102263785,ID
30/09/2020,MARGIN CALL,166465835,ID
30/09/2020,MARGIN CALL,481941350,EOD
30/09/2020,VAR MARGIN PAID,1283629211,EOD
29/09/2020,MARGIN CALL,138827636,ID
29/09/2020,VAR MARGIN PAID,994190176,EOD
29/09/2020,MARGIN CALL,568567242,EOD
28/09/2020,VAR MARGIN PAID,2676257356,EOD
28/09/2020,MARGIN CALL,535528104,EOD
28/09/2020,MARGIN CALL,946593106,ID
25/09/2020,VAR MARGIN PAID,1278393684,EOD
25/09/2020,MARGIN CALL,263129886,EOD
25/09/2020,MARGIN CALL,173500000,ID
24/09/2020,MARGIN CALL,473802558,EOD
24/09/2020,VAR MARGIN PAID,1288267312,EOD
24/09/2020,MARGIN CALL,266100472,ID
23/09/2020,VAR MARGIN PAID,749038982,EOD
23/09/2020,MARGIN CALL,537438607,EOD
23/09/2020,MARGIN CALL,276773369,ID
22/09/2020,MARGIN CALL,217386114,ID
22/09/2020,MARGIN CALL,351622281,EOD
22/09/2020,VAR MARGIN PAID,1207387071,EOD
21/09/2020,MARGIN CALL,1577935712,EOD
21/09/2020,VAR MARGIN PAID,4404045413,EOD
21/09/2020,MARGIN CALL,1132248634,ID
18/09/2020,VAR MARGIN PAID,1188387605,EOD
18/09/2020,MARGIN CALL,958318136,ID
18/09/2020,MARGIN CALL,2780036153,EOD
17/09/2020,MARGIN CALL,1264678280,EOD
17/09/2020,MARGIN CALL,352767314,ID
17/09/2020,VAR MARGIN PAID,1290477713,EOD
16/09/2020,VAR MARGIN PAID,463080024,EOD
16/09/2020,MARGIN CALL,558262154,ID
16/09/2020,MARGIN CALL,1212844563,EOD
15/09/2020,VAR MARGIN PAID,1047843772,EOD
15/09/2020,MARGIN CALL,560577027,ID
15/09/2020,MARGIN CALL,482367020,EOD
14/09/2020,MARGIN CALL,533775991,EOD
14/09/2020,VAR MARGIN PAID,800019003,EOD
14/09/2020,MARGIN CALL,233837319,ID
11/09/2020,MARGIN CALL,915818627,ID
11/09/2020,MARGIN CALL,473117299,EOD
11/09/2020,VAR MARGIN PAID,2015541711,EOD
10/09/2020,VAR MARGIN PAID,1144210770,EOD
10/09/2020,MARGIN CALL,312732778,EOD
10/09/2020,MARGIN CALL,334113674,ID
09/09/2020,MARGIN CALL,881806011,ID
09/09/2020,MARGIN CALL,1031356318,EOD
09/09/2020,VAR MARGIN PAID,2746510425,EOD
08/09/2020,MARGIN CALL,826006298,EOD
08/09/2020,VAR MARGIN PAID,2118727076,EOD
08/09/2020,MARGIN CALL,378000000,ID
07/09/2020,MARGIN CALL,738152645,ID
07/09/2020,VAR MARGIN PAID,2475371273,EOD
07/09/2020,MARGIN CALL,541256999,EOD
04/09/2020,MARGIN CALL,184986917,ID
04/09/2020,MARGIN CALL,850660523,EOD
04/09/2020,VAR MARGIN PAID,2146055232,EOD
03/09/2020,VAR MARGIN PAID,2106733660,EOD
03/09/2020,MARGIN CALL,1014521825,ID
03/09/2020,MARGIN CALL,577657911,EOD
02/09/2020,VAR MARGIN PAID,3337424077,EOD
02/09/2020,MARGIN CALL,873477594,EOD
02/09/2020,MARGIN CALL,1342421450,ID
01/09/2020,MARGIN CALL,328217277,ID
01/09/2020,MARGIN CALL,829479913,EOD
01/09/2020,VAR MARGIN PAID,1043269584,EOD
31/08/2020,VAR MARGIN PAID,1713923133,EOD
31/08/2020,MARGIN CALL,598482515,EOD
31/08/2020,MARGIN CALL,208188442,ID
28/08/2020,VAR MARGIN PAID,1045318321,EOD
28/08/2020,MARGIN CALL,381586907,EOD
28/08/2020,MARGIN CALL,155710076,ID
27/08/2020,VAR MARGIN PAID,1565941837,EOD
27/08/2020,MARGIN CALL,586753796,EOD
27/08/2020,MARGIN CALL,317185668,ID
26/08/2020,MARGIN CALL,254583166,EOD
26/08/2020,VAR MARGIN PAID,1043026913,EOD
26/08/2020,MARGIN CALL,320863771,ID
25/08/2020,VAR MARGIN PAID,2854565091,EOD
25/08/2020,MARGIN CALL,428134639,EOD
25/08/2020,MARGIN CALL,703654495,ID
24/08/2020,MARGIN CALL,1090280687,ID
24/08/2020,MARGIN CALL,628722698,EOD
24/08/2020,VAR MARGIN PAID,2109263761,EOD
21/08/2020,MARGIN CALL,493828089,EOD
21/08/2020,VAR MARGIN PAID,1071916975,EOD
21/08/2020,MARGIN CALL,362021880,ID
20/08/2020,MARGIN CALL,170987342,ID
20/08/2020,MARGIN CALL,798608856,EOD
20/08/2020,VAR MARGIN PAID,2063726266,EOD
19/08/2020,MARGIN CALL,538294533,EOD
19/08/2020,MARGIN CALL,85062600,ID
19/08/2020,VAR MARGIN PAID,1365712680,EOD
18/08/2020,MARGIN CALL,23097598,ID
18/08/2020,VAR MARGIN PAID,1116047864,EOD
18/08/2020,MARGIN CALL,559301814,EOD
17/08/2020,MARGIN CALL,430622187,EOD
17/08/2020,VAR MARGIN PAID,1308667893,EOD
17/08/2020,MARGIN CALL,203324053,ID
14/08/2020,MARGIN CALL,402000000,ID
14/08/2020,VAR MARGIN PAID,1371061952,EOD
14/08/2020,MARGIN CALL,847210012,EOD
13/08/2020,MARGIN CALL,419150156,EOD
13/08/2020,MARGIN CALL,187718936,ID
13/08/2020,VAR MARGIN PAID,1567406875,EOD
12/08/2020,MARGIN CALL,993861926,ID
12/08/2020,MARGIN CALL,634923048,EOD
12/08/2020,VAR MARGIN PAID,1766930084,EOD
11/08/2020,VAR MARGIN PAID,3444536162,EOD
11/08/2020,MARGIN CALL,603538860,EOD
11/08/2020,MARGIN CALL,1653641647,ID
10/08/2020,MARGIN CALL,376659903,EOD
10/08/2020,MARGIN CALL,171858752,ID
10/08/2020,VAR MARGIN PAID,1038146472,EOD
07/08/2020,MARGIN CALL,83273208,ID
07/08/2020,MARGIN CALL,295040301,EOD
07/08/2020,VAR MARGIN PAID,1110493816,EOD
06/08/2020,MARGIN CALL,740163803,EOD
06/08/2020,MARGIN CALL,242896310,ID
06/08/2020,VAR MARGIN PAID,1643980797,EOD
05/08/2020,MARGIN CALL,349198256,ID
05/08/2020,VAR MARGIN PAID,2156862638,EOD
05/08/2020,MARGIN CALL,469054030,EOD
04/08/2020,VAR MARGIN PAID,1603595925,EOD
04/08/2020,MARGIN CALL,464921230,EOD
04/08/2020,MARGIN CALL,146496813,ID
03/08/2020,MARGIN CALL,546645413,EOD
03/08/2020,VAR MARGIN PAID,2309135256,EOD
03/08/2020,MARGIN CALL,895262152,ID
31/07/2020,MARGIN CALL,637295565,EOD
31/07/2020,VAR MARGIN PAID,1469857277,EOD
31/07/2020,MARGIN CALL,356122438,ID
30/07/2020,MARGIN CALL,1011335945,ID
30/07/2020,MARGIN CALL,1342471832,EOD
30/07/2020,VAR MARGIN PAID,4032296684,EOD
29/07/2020,MARGIN CALL,349511477,EOD
29/07/2020,MARGIN CALL,174665136,ID
29/07/2020,VAR MARGIN PAID,1123187101,EOD
28/07/2020,MARGIN CALL,64896902,ID
28/07/2020,MARGIN CALL,418812341,EOD
28/07/2020,VAR MARGIN PAID,885827744,EOD
27/07/2020,VAR MARGIN PAID,2202963030,EOD
27/07/2020,MARGIN CALL,663781776,EOD
27/07/2020,MARGIN CALL,390612245,ID
24/07/2020,VAR MARGIN PAID,2941409234,EOD
24/07/2020,MARGIN CALL,169991313,ID
24/07/2020,MARGIN CALL,685778415,EOD
23/07/2020,MARGIN CALL,592751970,EOD
23/07/2020,MARGIN CALL,168939537,ID
23/07/2020,VAR MARGIN PAID,617674179,EOD
22/07/2020,VAR MARGIN PAID,1926438135,EOD
22/07/2020,MARGIN CALL,95060751,ID
22/07/2020,MARGIN CALL,601906182,EOD
21/07/2020,MARGIN CALL,277016565,EOD
21/07/2020,MARGIN CALL,829500000,ID
21/07/2020,VAR MARGIN PAID,1143909111,EOD
20/07/2020,MARGIN CALL,170211391,ID
20/07/2020,VAR MARGIN PAID,1770359937,EOD
20/07/2020,MARGIN CALL,510961518,EOD
17/07/2020,MARGIN CALL,744249385,EOD
17/07/2020,VAR MARGIN PAID,975133412,EOD
17/07/2020,MARGIN CALL,455448547,ID
16/07/2020,VAR MARGIN PAID,1455811010,EOD
16/07/2020,MARGIN CALL,480928579,EOD
16/07/2020,MARGIN CALL,152625110,ID
15/07/2020,MARGIN CALL,1497920308,ID
15/07/2020,MARGIN CALL,617615006,EOD
15/07/2020,VAR MARGIN PAID,2617486507,EOD
14/07/2020,MARGIN CALL,368648352,ID
14/07/2020,VAR MARGIN PAID,2419836555,EOD
14/07/2020,MARGIN CALL,346273436,EOD
13/07/2020,MARGIN CALL,397315089,EOD
13/07/2020,VAR MARGIN PAID,3336875926,EOD
13/07/2020,MARGIN CALL,1004655385,ID
10/07/2020,MARGIN CALL,250308307,ID
10/07/2020,VAR MARGIN PAID,1607291553,EOD
10/07/2020,MARGIN CALL,900547746,EOD
09/07/2020,MARGIN CALL,551422595,EOD
09/07/2020,VAR MARGIN PAID,1439580811,EOD
09/07/2020,MARGIN CALL,123450361,ID
08/07/2020,MARGIN CALL,132175613,ID
08/07/2020,VAR MARGIN PAID,1684311593,EOD
08/07/2020,MARGIN CALL,835136549,EOD
07/07/2020,MARGIN CALL,620380295,EOD
07/07/2020,VAR MARGIN PAID,1176513944,EOD
07/07/2020,MARGIN CALL,34000000,ID
06/07/2020,VAR MARGIN PAID,2783666135,EOD
06/07/2020,MARGIN CALL,1545618117,ID
06/07/2020,MARGIN CALL,877619897,EOD
03/07/2020,MARGIN CALL,354742909,EOD
03/07/2020,VAR MARGIN PAID,1586050949,EOD
03/07/2020,MARGIN CALL,85027798,ID
02/07/2020,VAR MARGIN PAID,4231936459,EOD
02/07/2020,MARGIN CALL,842320337,EOD
02/07/2020,MARGIN CALL,1557457994,ID
01/07/2020,MARGIN CALL,1098594921,EOD
01/07/2020,MARGIN CALL,844481843,ID
01/07/2020,VAR MARGIN PAID,2653755975,EOD
30/06/2020,MARGIN CALL,1093949970,EOD
30/06/2020,MARGIN CALL,339505269,ID
30/06/2020,VAR MARGIN PAID,615949036,EOD
29/06/2020,MARGIN CALL,682887638,EOD
29/06/2020,MARGIN CALL,773911379,ID
29/06/2020,VAR MARGIN PAID,1370390811,EOD
26/06/2020,MARGIN CALL,642319682,EOD
26/06/2020,VAR MARGIN PAID,1172932891,EOD
26/06/2020,MARGIN CALL,338146749,ID
25/06/2020,MARGIN CALL,918984729,EOD
25/06/2020,MARGIN CALL,722821429,ID
25/06/2020,VAR MARGIN PAID,1873682262,EOD
24/06/2020,MARGIN CALL,1176036278,EOD
24/06/2020,VAR MARGIN PAID,3901960230,EOD
24/06/2020,MARGIN CALL,677850161,ID
23/06/2020,MARGIN CALL,1225114237,ID
23/06/2020,MARGIN CALL,693151633,EOD
23/06/2020,VAR MARGIN PAID,2966705156,EOD
22/06/2020,MARGIN CALL,819401123,EOD
22/06/2020,VAR MARGIN PAID,1653454920,EOD
22/06/2020,MARGIN CALL,339355079,ID
19/06/2020,VAR MARGIN PAID,1341592585,EOD
19/06/2020,MARGIN CALL,964375375,ID
19/06/2020,MARGIN CALL,6092464188,EOD
18/06/2020,VAR MARGIN PAID,1600688809,EOD
18/06/2020,MARGIN CALL,678134290,ID
18/06/2020,MARGIN CALL,1995249620,EOD
17/06/2020,MARGIN CALL,810522071,EOD
17/06/2020,MARGIN CALL,513874644,ID
17/06/2020,VAR MARGIN PAID,1262478782,EOD
16/06/2020,MARGIN CALL,1034043190,EOD
16/06/2020,VAR MARGIN PAID,4560516753,EOD
16/06/2020,MARGIN CALL,2876165473,ID
15/06/2020,MARGIN CALL,866947401,EOD
15/06/2020,MARGIN CALL,1659901945,ID
15/06/2020,VAR MARGIN PAID,769664222,EOD
12/06/2020,MARGIN CALL,1059188247,EOD
12/06/2020,VAR MARGIN PAID,1698697040,EOD
12/06/2020,MARGIN CALL,540002477,ID
11/06/2020,MARGIN CALL,1029661725,EOD
11/06/2020,MARGIN CALL,1910331855,ID
11/06/2020,VAR MARGIN PAID,7536093598,EOD
10/06/2020,MARGIN CALL,627802128,ID
10/06/2020,MARGIN CALL,737892216,EOD
10/06/2020,VAR MARGIN PAID,1199614221,EOD
09/06/2020,MARGIN CALL,208396958,ID
09/06/2020,MARGIN CALL,1437031615,EOD
09/06/2020,VAR MARGIN PAID,1918753921,EOD
08/06/2020,MARGIN CALL,701580047,EOD
08/06/2020,VAR MARGIN PAID,1991328144,EOD
08/06/2020,MARGIN CALL,498540214,ID
05/06/2020,MARGIN CALL,1604854607,ID
05/06/2020,MARGIN CALL,1780570119,EOD
05/06/2020,VAR MARGIN PAID,5379378526,EOD
04/06/2020,MARGIN CALL,870892046,EOD
04/06/2020,MARGIN CALL,665888889,ID
04/06/2020,VAR MARGIN PAID,2219377011,EOD
03/06/2020,MARGIN CALL,2721030312,ID
03/06/2020,VAR MARGIN PAID,5726446828,EOD
03/06/2020,MARGIN CALL,1327834030,EOD
02/06/2020,MARGIN CALL,669573249,EOD
02/06/2020,MARGIN CALL,631313406,ID
02/06/2020,VAR MARGIN PAID,2638013049,EOD
01/06/2020,MARGIN CALL,551858762,ID
01/06/2020,MARGIN CALL,1045088957,EOD
01/06/2020,VAR MARGIN PAID,3454756203,EOD
29/05/2020,VAR MARGIN PAID,2948592005,EOD
29/05/2020,MARGIN CALL,862142832,EOD
29/05/2020,MARGIN CALL,284380029,ID
28/05/2020,VAR MARGIN PAID,2886834281,EOD
28/05/2020,MARGIN CALL,764525759,EOD
28/05/2020,MARGIN CALL,662615468,ID
27/05/2020,VAR MARGIN PAID,1984718388,EOD
27/05/2020,MARGIN CALL,1007344145,ID
27/05/2020,MARGIN CALL,937919396,EOD
26/05/2020,MARGIN CALL,798221910,EOD
26/05/2020,MARGIN CALL,566629091,ID
26/05/2020,VAR MARGIN PAID,2637919258,EOD
25/05/2020,MARGIN CALL,268126781,ID
25/05/2020,MARGIN CALL,754669039,EOD
25/05/2020,VAR MARGIN PAID,2920292554,EOD
22/05/2020,VAR MARGIN PAID,932882863,EOD
22/05/2020,MARGIN CALL,191440205,ID
22/05/2020,MARGIN CALL,226912751,EOD
21/05/2020,MARGIN CALL,60181818,ID
21/05/2020,VAR MARGIN PAID,2412367973,EOD
21/05/2020,MARGIN CALL,569772362,EOD
20/05/2020,MARGIN CALL,463095936,EOD
20/05/2020,VAR MARGIN PAID,1903669951,EOD
20/05/2020,MARGIN CALL,188934812,ID
19/05/2020,VAR MARGIN PAID,1241871083,EOD
19/05/2020,MARGIN CALL,428570776,ID
19/05/2020,MARGIN CALL,565934208,EOD
18/05/2020,VAR MARGIN PAID,7540571698,EOD
18/05/2020,MARGIN CALL,3603693104,ID
18/05/2020,MARGIN CALL,1762535524,EOD
15/05/2020,MARGIN CALL,1509571467,EOD
15/05/2020,VAR MARGIN PAID,1241669970,EOD
15/05/2020,MARGIN CALL,319001241,ID
14/05/2020,VAR MARGIN PAID,2899199184,EOD
14/05/2020,MARGIN CALL,949269866,EOD
14/05/2020,MARGIN CALL,929319867,ID
13/05/2020,VAR MARGIN PAID,3876985684,EOD
13/05/2020,MARGIN CALL,1578692474,EOD
13/05/2020,MARGIN CALL,500080460,ID
12/05/2020,MARGIN CALL,290994474,ID
12/05/2020,MARGIN CALL,791017510,EOD
12/05/2020,VAR MARGIN PAID,1100714510,EOD
11/05/2020,MARGIN CALL,756004502,EOD
11/05/2020,MARGIN CALL,443139320,ID
11/05/2020,VAR MARGIN PAID,1505259652,EOD
08/05/2020,MARGIN CALL,82384810,ID
08/05/2020,VAR MARGIN PAID,2116469876,EOD
08/05/2020,MARGIN CALL,656409130,EOD
07/05/2020,MARGIN CALL,410846425,ID
07/05/2020,MARGIN CALL,748656305,EOD
07/05/2020,VAR MARGIN PAID,2572604845,EOD
06/05/2020,MARGIN CALL,1049152252,EOD
06/05/2020,MARGIN CALL,598662372,ID
06/05/2020,VAR MARGIN PAID,2866412233,EOD
05/05/2020,MARGIN CALL,1885552015,ID
05/05/2020,VAR MARGIN PAID,3866083621,EOD
05/05/2020,MARGIN CALL,1275697910,EOD
04/05/2020,MARGIN CALL,965165281,EOD
04/05/2020,MARGIN CALL,1600704320,ID
04/05/2020,VAR MARGIN PAID,5870613158,EOD
30/04/2020,VAR MARGIN PAID,4685302730,EOD
30/04/2020,MARGIN CALL,1600420791,EOD
30/04/2020,MARGIN CALL,1311149687,ID
29/04/2020,MARGIN CALL,1562940603,EOD
29/04/2020,VAR MARGIN PAID,3737004180,EOD
29/04/2020,MARGIN CALL,1328838226,ID
28/04/2020,VAR MARGIN PAID,2780890386,EOD
28/04/2020,MARGIN CALL,962499884,EOD
28/04/2020,MARGIN CALL,889830882,ID
27/04/2020,MARGIN CALL,1342846838,ID
27/04/2020,VAR MARGIN PAID,3726122384,EOD
27/04/2020,MARGIN CALL,1146264908,EOD
24/04/2020,MARGIN CALL,1278503429,EOD
24/04/2020,MARGIN CALL,628203704,ID
24/04/2020,VAR MARGIN PAID,3208035788,EOD
23/04/2020,MARGIN CALL,564235991,ID
23/04/2020,VAR MARGIN PAID,2120993414,EOD
23/04/2020,MARGIN CALL,657860517,EOD
22/04/2020,VAR MARGIN PAID,3418923734,EOD
22/04/2020,MARGIN CALL,3746932811,EOD
22/04/2020,MARGIN CALL,671919588,ID
21/04/2020,MARGIN CALL,1290931956,EOD
21/04/2020,VAR MARGIN PAID,6045448963,EOD
21/04/2020,MARGIN CALL,725247071,ID
20/04/2020,MARGIN CALL,741075445,EOD
20/04/2020,VAR MARGIN PAID,2292207378,EOD
20/04/2020,MARGIN CALL,615910988,ID
17/04/2020,MARGIN CALL,2464498625,ID
17/04/2020,VAR MARGIN PAID,3288082557,EOD
17/04/2020,MARGIN CALL,2430371083,EOD
16/04/2020,VAR MARGIN PAID,1819111768,EOD
16/04/2020,MARGIN CALL,520902041,ID
16/04/2020,MARGIN CALL,780383529,EOD
15/04/2020,VAR MARGIN PAID,6260717547,EOD
15/04/2020,MARGIN CALL,1833796531,EOD
15/04/2020,MARGIN CALL,1573011648,ID
14/04/2020,VAR MARGIN PAID,2700527715,EOD
14/04/2020,MARGIN CALL,842839813,EOD
14/04/2020,MARGIN CALL,1191515051,ID
09/04/2020,MARGIN CALL,1105337770,EOD
09/04/2020,MARGIN CALL,1595384467,ID
09/04/2020,VAR MARGIN PAID,3311058607,EOD
08/04/2020,VAR MARGIN PAID,1152325575,EOD
08/04/2020,MARGIN CALL,1052010896,ID
08/04/2020,MARGIN CALL,1093785351,EOD
07/04/2020,MARGIN CALL,2864923332,ID
07/04/2020,VAR MARGIN PAID,4209684920,EOD
07/04/2020,MARGIN CALL,1073377760,EOD
06/04/2020,MARGIN CALL,2753217635,ID
06/04/2020,MARGIN CALL,1105215237,EOD
06/04/2020,VAR MARGIN PAID,7189110459,EOD
03/04/2020,MARGIN CALL,669838959,EOD
03/04/2020,VAR MARGIN PAID,1467538571,EOD
03/04/2020,MARGIN CALL,69052156,ID
02/04/2020,MARGIN CALL,863639315,EOD
02/04/2020,MARGIN CALL,417612404,ID
02/04/2020,VAR MARGIN PAID,1914336482,EOD
01/04/2020,MARGIN CALL,2688668002,ID
01/04/2020,MARGIN CALL,1543590861,EOD
01/04/2020,VAR MARGIN PAID,6050831438,EOD
31/03/2020,VAR MARGIN PAID,3678730213,EOD
31/03/2020,MARGIN CALL,1650358801,ID
31/03/2020,MARGIN CALL,1045720067,EOD
30/03/2020,MARGIN CALL,1921983415,ID
30/03/2020,VAR MARGIN PAID,4739206511,EOD
30/03/2020,MARGIN CALL,1134203394,EOD
27/03/2020,MARGIN CALL,3322564051,ID
27/03/2020,MARGIN CALL,1861888605,EOD
27/03/2020,VAR MARGIN PAID,7314960417,EOD
26/03/2020,VAR MARGIN PAID,4863696621,EOD
26/03/2020,MARGIN CALL,1495375468,EOD
26/03/2020,MARGIN CALL,2289080730,ID
25/03/2020,MARGIN CALL,3505515772,ID
25/03/2020,VAR MARGIN PAID,5136623001,EOD
25/03/2020,MARGIN CALL,1781891021,EOD
24/03/2020,MARGIN CALL,3570731099,ID
24/03/2020,MARGIN CALL,1108664141,EOD
24/03/2020,VAR MARGIN PAID,12400924292,EOD
23/03/2020,MARGIN CALL,965369317,EOD
23/03/2020,MARGIN CALL,1808329270,ID
23/03/2020,VAR MARGIN PAID,5004193541,EOD
20/03/2020,MARGIN CALL,4686142711,ID
20/03/2020,MARGIN CALL,7063318322,EOD
20/03/2020,VAR MARGIN PAID,8121860427,EOD
19/03/2020,VAR MARGIN PAID,7670437321,EOD
19/03/2020,MARGIN CALL,2837050159,ID
19/03/2020,MARGIN CALL,2853132092,EOD
18/03/2020,MARGIN CALL,2432644753,EOD
18/03/2020,MARGIN CALL,7714216378,ID
18/03/2020,VAR MARGIN PAID,13159702526,EOD
17/03/2020,MARGIN CALL,2205261401,EOD
17/03/2020,MARGIN CALL,4387993535,ID
17/03/2020,VAR MARGIN PAID,5590150862,EOD
16/03/2020,MARGIN CALL,9688779842,ID
16/03/2020,MARGIN CALL,2623882190,EOD
16/03/2020,VAR MARGIN PAID,8756151840,EOD
13/03/2020,MARGIN CALL,2704354843,EOD
13/03/2020,VAR MARGIN PAID,6587644602,EOD
13/03/2020,MARGIN CALL,7683572503,ID
12/03/2020,MARGIN CALL,12037488624,ID
12/03/2020,MARGIN CALL,5214464441,EOD
12/03/2020,VAR MARGIN PAID,16979512807,EOD
11/03/2020,VAR MARGIN PAID,2670440435,EOD
11/03/2020,MARGIN CALL,1649848751,EOD
11/03/2020,MARGIN CALL,2629323713,ID
10/03/2020,MARGIN CALL,3428539101,ID
10/03/2020,VAR MARGIN PAID,3113532583,EOD
10/03/2020,MARGIN CALL,1965571507,EOD
09/03/2020,MARGIN CALL,7441569405,ID
09/03/2020,VAR MARGIN PAID,13161376506,EOD
09/03/2020,MARGIN CALL,2942887123,EOD
06/03/2020,MARGIN CALL,1677934765,EOD
06/03/2020,VAR MARGIN PAID,7071880953,EOD
06/03/2020,MARGIN CALL,2868034580,ID
05/03/2020,MARGIN CALL,1175819942,EOD
05/03/2020,MARGIN CALL,1099000786,ID
05/03/2020,VAR MARGIN PAID,2701018568,EOD
04/03/2020,MARGIN CALL,624847355,ID
04/03/2020,MARGIN CALL,656375083,EOD
04/03/2020,VAR MARGIN PAID,2609710826,EOD
03/03/2020,MARGIN CALL,1235699642,ID
03/03/2020,MARGIN CALL,668847049,EOD
03/03/2020,VAR MARGIN PAID,2268190057,EOD
02/03/2020,MARGIN CALL,1586789989,ID
02/03/2020,VAR MARGIN PAID,2770655182,EOD
02/03/2020,MARGIN CALL,538954853,EOD
28/02/2020,MARGIN CALL,3588840369,ID
28/02/2020,VAR MARGIN PAID,7136060120,EOD
28/02/2020,MARGIN CALL,2497648455,EOD
27/02/2020,MARGIN CALL,1722176011,EOD
27/02/2020,MARGIN CALL,2504007407,ID
27/02/2020,VAR MARGIN PAID,6198740390,EOD
26/02/2020,VAR MARGIN PAID,1860376303,EOD
26/02/2020,MARGIN CALL,647652203,EOD
26/02/2020,MARGIN CALL,1129088469,ID
25/02/2020,MARGIN CALL,1510518446,EOD
25/02/2020,VAR MARGIN PAID,3553365451,EOD
25/02/2020,MARGIN CALL,892086716,ID
